,Unnamed: 0,Academy_Name,Class_Names,Day_1,Day_2,Time_1,Time_2,Genre,Link,Place,Contact,NumOfClass,District,Img
212,116,JustJerk,CHESHIR,Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
213,117,JustJerk,YOUNG-J x BADA,Weekends,THU,Night,"							(¸¶½ºÅÍÅ¬·¡½º)21:00-22:20",,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
214,0,WeFlex,RHYTHM TRAINING,WeekDay,MON,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
215,1,WeFlex,CHOREO BASIC,WeekDay,MON,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
216,2,WeFlex,AFRO BEATS,WeekDay,MON,Night,8:00~9:10,Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
217,3,WeFlex,K-POP BOY,WeekDay,MON,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
218,4,WeFlex,AUDITION CLASS,WeekDay,MON,Night,09:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
219,5,WeFlex,HOUSE BASIC,WeekDay,TUE,Night,6:50~8:00,House,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
220,6,WeFlex,GIRLS HIP HOP CHOREO,WeekDay,TUE,Night,6:50~8:00,Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
221,7,WeFlex,K-POP GIRL,WeekDay,TUE,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
222,8,WeFlex,PROFESSIONAL,WeekDay,TUE,Night,8:00~10:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
223,9,WeFlex,?…?‹œ?¡Æ?,WeekDay,TUE,Night,9:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
224,10,WeFlex,GIRLS HIP HOP,WeekDay,WED,Night,6:50~8:00,Girls-Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
225,11,WeFlex,POPPIN BASIC,WeekDay,WED,Night,6:50~8:00,Poppin,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
226,12,WeFlex,CHOREOGRAPHY,WeekDay,WED,Night,8:00~9:10,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
227,13,WeFlex,K-POP BOY,WeekDay,WED,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
228,14,WeFlex,AUDITION CLASS,WeekDay,WED,Night,9:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
229,15,WeFlex,GIRLISH CHOREO,WeekDay,THU,Night,6:50~8:00,Girlish,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
230,16,WeFlex,CHOREOGRAPHY,WeekDay,THU,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
231,17,WeFlex,K-POP GIRL,WeekDay,THU,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
232,18,WeFlex,PROFESSIONAL,WeekDay,THU,Night,8:00~10:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
233,19,WeFlex,?…?‹œ?¡Æ?,WeekDay,THU,Night,9:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
234,20,WeFlex,CHOREOGRAPHY,WeekDay,FRI,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
235,21,WeFlex,GIRLS HIP HOP CHOREO,WeekDay,FRI,Night,6:50~8:00,Girls-Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
236,22,WeFlex,POP-UP CLASS,WeekDay,FRI,Night,8:00~9:10,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
237,23,WeFlex,ONE POINT CLASS,WeekDay,FRI,Night,8:00~9:10,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
238,24,WeFlex,AUDITION CLASS,WeekDay,FRI,Night,9:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
239,0,Prepix Dance,Yeojin,WeekDay,TUE,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
240,1,Prepix Dance,Umanchoi,WeekDay,TUE,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
241,2,Prepix Dance,All.K&Sun-J,WeekDay,TUE,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
242,3,Prepix Dance,Ragi,WeekDay,TUE,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
243,4,Prepix Dance,Youjin,WeekDay,TUE,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
244,5,Prepix Dance,Kyme,WeekDay,TUE,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
245,6,Prepix Dance,Bull,WeekDay,WED,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
246,7,Prepix Dance,Naria,WeekDay,WED,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
247,8,Prepix Dance,Jiwon,WeekDay,WED,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
248,9,Prepix Dance,All.K,WeekDay,WED,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
249,10,Prepix Dance,Moana,WeekDay,WED,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
250,11,Prepix Dance,Doyeon,WeekDay,THU,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
251,12,Prepix Dance,Youn,WeekDay,THU,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
252,13,Prepix Dance,On&Baekdo,WeekDay,THU,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
253,14,Prepix Dance,Yun,WeekDay,THU,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
254,15,Prepix Dance,Ban,WeekDay,THU,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
255,16,Prepix Dance,Ylyn,WeekDay,THU,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
256,17,Prepix Dance,Soomin,WeekDay,FRI,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
257,18,Prepix Dance,Sun-J,WeekDay,FRI,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
258,19,Prepix Dance,Redlic,WeekDay,FRI,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
259,20,Prepix Dance,Rozalin,WeekDay,FRI,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
260,21,Prepix Dance,Sooram,WeekDay,FRI,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
261,22,Prepix Dance,Youjin,WeekDay,FRI,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
262,23,Prepix Dance,Berri,Weekends,SAT,Night,15:00,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
263,24,Prepix Dance,Sun-J,Weekends,SAT,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
264,25,Prepix Dance,Shukkie,Weekends,SAT,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
265,26,Prepix Dance,All.K,Weekends,SAT,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
266,27,Prepix Dance,Dora&Groot,Weekends,SAT,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
267,28,Prepix Dance,Haeinyss,Weekends,SAT,Night,15:00,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
268,29,Prepix Dance,Onny,Weekends,SAT,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
269,30,Prepix Dance,Eva,Weekends,SAT,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
270,31,Prepix Dance,Amy,Weekends,SAT,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
271,32,Prepix Dance,All,WeekDay,SUN,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
272,33,Prepix Dance,Chocobi,WeekDay,SUN,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
273,34,Prepix Dance,Jinwoo,WeekDay,SUN,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
274,35,Prepix Dance,Bizarre,WeekDay,SUN,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
275,36,Prepix Dance,Dora,WeekDay,SUN,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
276,37,Prepix Dance,Dohoon,WeekDay,SUN,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
277,38,Prepix Dance,Ted,WeekDay,MON,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
278,39,Prepix Dance,Naria,WeekDay,MON,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
279,40,Prepix Dance,Babyzoo,WeekDay,MON,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
280,41,Prepix Dance,Jihyo,WeekDay,MON,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
281,42,Prepix Dance,Yuri,WeekDay,MON,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
282,43,Prepix Dance,Yeojin,WeekDay,TUE,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
283,44,Prepix Dance,Umanchoi,WeekDay,TUE,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
284,45,Prepix Dance,Simeez,WeekDay,TUE,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
285,46,Prepix Dance,Ragi,WeekDay,TUE,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
286,47,Prepix Dance,Youjin,WeekDay,TUE,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
287,48,Prepix Dance,Kyme,WeekDay,TUE,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
288,49,Prepix Dance,Bull,WeekDay,WED,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
289,50,Prepix Dance,Naria,WeekDay,WED,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
290,51,Prepix Dance,Jiwon,WeekDay,WED,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
291,52,Prepix Dance,All.K,WeekDay,WED,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
292,53,Prepix Dance,Moana,WeekDay,WED,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
293,54,Prepix Dance,Doyeon,WeekDay,THU,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
294,55,Prepix Dance,Youn,WeekDay,THU,Night,16:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
295,56,Prepix Dance,On,WeekDay,THU,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
296,57,Prepix Dance,Yun,WeekDay,THU,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
297,58,Prepix Dance,Ban,WeekDay,THU,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
298,59,Prepix Dance,Ylyn,WeekDay,THU,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
299,60,Prepix Dance,Kamel,WeekDay,FRI,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
300,61,Prepix Dance,Sun-J,WeekDay,FRI,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
301,62,Prepix Dance,Redlic,WeekDay,FRI,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
302,63,Prepix Dance,Rozalin,WeekDay,FRI,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
303,64,Prepix Dance,Sooram,WeekDay,FRI,Night,19:40,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
304,65,Prepix Dance,Jemma,WeekDay,FRI,Night,20:50,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
305,66,Prepix Dance,Berri,WeekDay,SAT,Night,15:00,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
306,67,Prepix Dance,Sun-J,WeekDay,SAT,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
307,68,Prepix Dance,Shukkie,WeekDay,SAT,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
308,69,Prepix Dance,All.K,WeekDay,SAT,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
309,70,Prepix Dance,Haeinyss,WeekDay,SAT,Night,15:00,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
310,71,Prepix Dance,Onny,WeekDay,SAT,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
311,72,Prepix Dance,Eva,WeekDay,SAT,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
312,73,Prepix Dance,Amy,WeekDay,SAT,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
313,74,Prepix Dance,All,WeekDay,SUN,Night,16:10,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
314,75,Prepix Dance,Chocobi,WeekDay,SUN,Night,17:20,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
315,76,Prepix Dance,Jinwoo,WeekDay,SUN,Night,18:30,Choreography,https://prepixstudio.com/schedule,"745 Nonhyun-roh, Gangnam-gu, Seoul",+82 2-518-1470,1,Gangnam,https://prepixstudio.com/images/logo.png
